,Fresh,Rotten,General,freq_fresh,freq_rot,freq_total,rel_fresh,rel_rot
pierce,6.0,2.0,8,0.0045629111373056,0.001520970379101867,0.006083881516407468,0.007365306949167106,0.003997441637352095
piercing,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
piercingly,5.0,0.0,5,0.0038024259477546676,0.0,0.0038024259477546676,0.006137755790972589,0.0
pierre,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
pierrot,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
piersall,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
piersons,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pieta,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pig,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
piggy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pikachu,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pike,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
pile,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
pilgrim,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pillow,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pilot,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pin,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
pina,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pinball,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pine,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pineda,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
ping,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pink,4.0,2.0,6,0.003041940758203734,0.001520970379101867,0.0045629111373056,0.004910204632778071,0.003997441637352095
pinnacle,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pinocchio,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
pint,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pioneer,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
pioneering,8.0,1.0,9,0.006083881516407468,0.0007604851895509335,0.006844366705958401,0.009820409265556142,0.0019987208186760474
pipe,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pippa,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
piranha,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
pirate,2.0,3.0,5,0.001520970379101867,0.0022814555686528,0.0038024259477546676,0.0024551023163890354,0.005996162456028142
pistol,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pit,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
pitch,15.0,5.0,20,0.011407277843264002,0.0038024259477546676,0.01520970379101867,0.018413267372917767,0.009993604093380237
pitched,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pitfall,4.0,2.0,6,0.003041940758203734,0.001520970379101867,0.0045629111373056,0.004910204632778071,0.003997441637352095
pith,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pithy,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pitiless,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pitt,5.0,3.0,8,0.0038024259477546676,0.0022814555686528,0.006083881516407468,0.006137755790972589,0.005996162456028142
pitted,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pitting,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
pity,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
pivotal,14.0,1.0,15,0.010646792653713068,0.0007604851895509335,0.011407277843264002,0.01718571621472325,0.0019987208186760474
pivoting,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pixar,13.0,2.0,15,0.009886307464162135,0.001520970379101867,0.011407277843264002,0.01595816505652873,0.003997441637352095
pixy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pizazz,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pizza,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
place,35.0,24.0,59,0.026616981634282673,0.0182516445492224,0.044868626183505074,0.04296429053680812,0.04796929964822513
placed,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
placement,1.0,5.0,6,0.0007604851895509335,0.0038024259477546676,0.0045629111373056,0.0012275511581945177,0.009993604093380237
placid,2.0,2.0,4,0.001520970379101867,0.001520970379101867,0.003041940758203734,0.0024551023163890354,0.003997441637352095
placing,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plague,4.0,2.0,6,0.003041940758203734,0.001520970379101867,0.0045629111373056,0.004910204632778071,0.003997441637352095
plagued,1.0,6.0,7,0.0007604851895509335,0.0045629111373056,0.005323396326856534,0.0012275511581945177,0.011992324912056283
plaid,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plain,3.0,6.0,9,0.0022814555686528,0.0045629111373056,0.006844366705958401,0.003682653474583553,0.011992324912056283
plan,4.0,4.0,8,0.003041940758203734,0.003041940758203734,0.006083881516407468,0.004910204632778071,0.00799488327470419
planchette,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
plane,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
planet,11.0,9.0,20,0.008365337085060268,0.006844366705958401,0.01520970379101867,0.013503062740139696,0.017988487368084425
plate,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
platform,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
platinum,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
platoon,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plausible,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
play,48.0,36.0,84,0.0365032890984448,0.027377466823833605,0.0638807559222784,0.05892245559333685,0.0719539494723377
playa,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
playable,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
playbook,2.0,2.0,4,0.001520970379101867,0.001520970379101867,0.003041940758203734,0.0024551023163890354,0.003997441637352095
played,5.0,2.0,7,0.0038024259477546676,0.001520970379101867,0.005323396326856534,0.006137755790972589,0.003997441637352095
player,6.0,4.0,10,0.0045629111373056,0.003041940758203734,0.007604851895509335,0.007365306949167106,0.00799488327470419
playful,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
playfully,4.0,0.0,4,0.003041940758203734,0.0,0.003041940758203734,0.004910204632778071,0.0
playfulness,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
playing,15.0,9.0,24,0.011407277843264002,0.006844366705958401,0.0182516445492224,0.018413267372917767,0.017988487368084425
playlist,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
playtime,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
playwright,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
plaza,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
plea,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pleasant,17.0,8.0,25,0.01292824822236587,0.006083881516407468,0.019012129738773337,0.020868369689306804,0.01598976654940838
pleasantly,14.0,3.0,17,0.010646792653713068,0.0022814555686528,0.01292824822236587,0.01718571621472325,0.005996162456028142
pleasantville,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
please,12.0,20.0,32,0.0091258222746112,0.01520970379101867,0.024335526065629873,0.014730613898334213,0.03997441637352095
pleaser,7.0,1.0,8,0.005323396326856534,0.0007604851895509335,0.006083881516407468,0.008592858107361625,0.0019987208186760474
pleasing,17.0,2.0,19,0.01292824822236587,0.001520970379101867,0.014449218601467737,0.020868369689306804,0.003997441637352095
pleasingly,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pleasurable,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
pleasure,17.0,17.0,34,0.01292824822236587,0.01292824822236587,0.02585649644473174,0.020868369689306804,0.033978253917492804
pledge,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
plenty,60.0,27.0,87,0.04562911137305601,0.020533100117875205,0.06616221149093121,0.07365306949167107,0.05396546210425328
plethora,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plight,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
plodding,4.0,7.0,11,0.003041940758203734,0.005323396326856534,0.008365337085060268,0.004910204632778071,0.013991045730732331
plot,109.0,267.0,376,0.08289288566105175,0.20304954561009922,0.285942431271151,0.13380307624320245,0.5336584585865046
plotlines,1.0,6.0,7,0.0007604851895509335,0.0045629111373056,0.005323396326856534,0.0012275511581945177,0.011992324912056283
plotted,4.0,11.0,15,0.003041940758203734,0.008365337085060268,0.011407277843264002,0.004910204632778071,0.02198592900543652
plotting,9.0,34.0,43,0.006844366705958401,0.02585649644473174,0.03270086315069014,0.01104796042375066,0.06795650783498561
plowright,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pluck,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
plucky,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
plug,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plum,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plumage,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plumb,4.0,0.0,4,0.003041940758203734,0.0,0.003041940758203734,0.004910204632778071,0.0
plumbing,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plummer,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
plummeting,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
plunge,7.0,1.0,8,0.005323396326856534,0.0007604851895509335,0.006083881516407468,0.008592858107361625,0.0019987208186760474
plunging,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plunk,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
plus,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
plush,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
plympton,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pocket,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
poehler,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
poet,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
poetic,14.0,4.0,18,0.010646792653713068,0.003041940758203734,0.013688733411916803,0.01718571621472325,0.00799488327470419
poetically,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
poetry,7.0,0.0,7,0.005323396326856534,0.0,0.005323396326856534,0.008592858107361625,0.0
poignancy,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
poignant,81.0,8.0,89,0.06159930035362562,0.006083881516407468,0.06768318187003308,0.09943164381375592,0.01598976654940838
poignantly,6.0,0.0,6,0.0045629111373056,0.0,0.0045629111373056,0.007365306949167106,0.0
point,40.0,42.0,82,0.03041940758203734,0.0319403779611392,0.06235978554317655,0.04910204632778071,0.08394627438439399
pointed,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
pointedly,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pointer,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
poitier,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
poke,4.0,2.0,6,0.003041940758203734,0.001520970379101867,0.0045629111373056,0.004910204632778071,0.003997441637352095
pokémon,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
polanski,11.0,0.0,11,0.008365337085060268,0.0,0.008365337085060268,0.013503062740139696,0.0
polar,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
polarising,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
polarizing,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
polemic,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
police,8.0,8.0,16,0.006083881516407468,0.006083881516407468,0.012167763032814936,0.009820409265556142,0.01598976654940838
policy,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
polina,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
polish,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
polished,6.0,6.0,12,0.0045629111373056,0.0045629111373056,0.0091258222746112,0.007365306949167106,0.011992324912056283
polisse,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
polite,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
political,78.0,25.0,103,0.05931784478497281,0.019012129738773337,0.07832997452374615,0.09574899033917239,0.049968020466901186
politically,17.0,3.0,20,0.01292824822236587,0.0022814555686528,0.01520970379101867,0.020868369689306804,0.005996162456028142
politician,5.0,0.0,5,0.0038024259477546676,0.0,0.0038024259477546676,0.006137755790972589,0.0
politicking,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
politics,25.0,4.0,29,0.019012129738773337,0.003041940758203734,0.022054070496977073,0.030688778954862942,0.00799488327470419
polka,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pollack,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
polley,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
pollock,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
polsky,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
poltergeist,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
polyester,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pond,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
ponder,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pondering,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
ponderous,2.0,8.0,10,0.001520970379101867,0.006083881516407468,0.007604851895509335,0.0024551023163890354,0.01598976654940838
ponderousness,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pong,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
pontiff,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pontypool,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
ponyo,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pooch,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pooh,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pool,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
poor,2.0,35.0,37,0.001520970379101867,0.026616981634282673,0.02813795201338454,0.0024551023163890354,0.06995522865366166
poorly,3.0,47.0,50,0.0022814555686528,0.03574280390889387,0.038024259477546674,0.003682653474583553,0.09393987847777423
pop,16.0,10.0,26,0.012167763032814936,0.007604851895509335,0.01977261492832427,0.019640818531112283,0.019987208186760475
popcorn,14.0,2.0,16,0.010646792653713068,0.001520970379101867,0.012167763032814936,0.01718571621472325,0.003997441637352095
pope,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
popping,11.0,3.0,14,0.008365337085060268,0.0022814555686528,0.010646792653713068,0.013503062740139696,0.005996162456028142
poppins,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
poppy,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
popstar,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
populace,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
popular,3.0,3.0,6,0.0022814555686528,0.0022814555686528,0.0045629111373056,0.003682653474583553,0.005996162456028142
populate,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
populated,7.0,5.0,12,0.005323396326856534,0.0038024259477546676,0.0091258222746112,0.008592858107361625,0.009993604093380237
population,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
populist,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
porn,1.0,4.0,5,0.0007604851895509335,0.003041940758203734,0.0038024259477546676,0.0012275511581945177,0.00799488327470419
porno,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pornography,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
portentous,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
porter,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
portia,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
portis,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
portman,7.0,4.0,11,0.005323396326856534,0.003041940758203734,0.008365337085060268,0.008592858107361625,0.00799488327470419
portrait,86.0,4.0,90,0.06540172630138028,0.003041940758203734,0.068443667059584,0.10556939960472854,0.00799488327470419
portrayal,41.0,8.0,49,0.031179892771588277,0.006083881516407468,0.03726377428799574,0.05032959748597522,0.01598976654940838
portrayed,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
portrayer,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
portraying,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
portrays,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
portuguese,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pose,11.0,3.0,14,0.008365337085060268,0.0022814555686528,0.010646792653713068,0.013503062740139696,0.005996162456028142
posed,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
poseidon,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
posey,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
posing,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
position,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
positive,4.0,3.0,7,0.003041940758203734,0.0022814555686528,0.005323396326856534,0.004910204632778071,0.005996162456028142
posse,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
possessed,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
possessing,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
possession,2.0,2.0,4,0.001520970379101867,0.001520970379101867,0.003041940758203734,0.0024551023163890354,0.003997441637352095
possibility,4.0,6.0,10,0.003041940758203734,0.0045629111373056,0.007604851895509335,0.004910204632778071,0.011992324912056283
possible,11.0,3.0,14,0.008365337085060268,0.0022814555686528,0.010646792653713068,0.013503062740139696,0.005996162456028142
possibly,8.0,0.0,8,0.006083881516407468,0.0,0.006083881516407468,0.009820409265556142,0.0
possum,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
post,25.0,9.0,34,0.019012129738773337,0.006844366705958401,0.02585649644473174,0.030688778954862942,0.017988487368084425
postcard,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
posthumous,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
postman,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
postmodern,4.0,3.0,7,0.003041940758203734,0.0022814555686528,0.005323396326856534,0.004910204632778071,0.005996162456028142
postmortem,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
postscript,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
postwar,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pot,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
potato,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
potboiler,3.0,11.0,14,0.0022814555686528,0.008365337085060268,0.010646792653713068,0.003682653474583553,0.02198592900543652
potemkin,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
potent,25.0,4.0,29,0.019012129738773337,0.003041940758203734,0.022054070496977073,0.030688778954862942,0.00799488327470419
potential,19.0,31.0,50,0.014449218601467737,0.023575040876078937,0.038024259477546674,0.023323472005695838,0.06196034537895746
potentially,8.0,14.0,22,0.006083881516407468,0.010646792653713068,0.016730674170120537,0.009820409265556142,0.027982091461464662
potter,9.0,2.0,11,0.006844366705958401,0.001520970379101867,0.008365337085060268,0.01104796042375066,0.003997441637352095
poultrygeist,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pounding,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
poverty,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pow,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
powell,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
power,79.0,15.0,94,0.060078329974523746,0.011407277843264002,0.07148560781778775,0.09697654149736691,0.029980812280140712
powered,17.0,1.0,18,0.01292824822236587,0.0007604851895509335,0.013688733411916803,0.020868369689306804,0.0019987208186760474
powerful,184.0,11.0,195,0.13992927487737175,0.008365337085060268,0.14829461196243204,0.22586941310779127,0.02198592900543652
powerfully,71.0,1.0,72,0.053994448458116275,0.0007604851895509335,0.05475493364766721,0.08715613223181076,0.0019987208186760474
powerhouse,14.0,3.0,17,0.010646792653713068,0.0022814555686528,0.01292824822236587,0.01718571621472325,0.005996162456028142
powley,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pr,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
practical,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
practically,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
practice,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
pragmatic,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
pragmaticism,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
prague,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
prairie,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
praise,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
