,Fresh,Rotten,General,freq_fresh,freq_rot,freq_total,rel_fresh,rel_rot
generally,3.0,6.0,9,0.0022814555686528,0.0045629111373056,0.006844366705958401,0.003682653474583553,0.011992324912056283
generate,1.0,15.0,16,0.0007604851895509335,0.011407277843264002,0.012167763032814936,0.0012275511581945177,0.029980812280140712
generated,3.0,3.0,6,0.0022814555686528,0.0022814555686528,0.0045629111373056,0.003682653474583553,0.005996162456028142
generates,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
generation,11.0,5.0,16,0.008365337085060268,0.0038024259477546676,0.012167763032814936,0.013503062740139696,0.009993604093380237
generational,10.0,2.0,12,0.007604851895509335,0.001520970379101867,0.0091258222746112,0.012275511581945177,0.003997441637352095
generic,3.0,33.0,36,0.0022814555686528,0.025096011255180805,0.027377466823833605,0.003682653474583553,0.06595778701630955
generosity,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
generous,8.0,0.0,8,0.006083881516407468,0.0,0.006083881516407468,0.009820409265556142,0.0
genetically,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
geneviève,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
genially,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
geniunely,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
genius,7.0,2.0,9,0.005323396326856534,0.001520970379101867,0.006844366705958401,0.008592858107361625,0.003997441637352095
genre,206.0,113.0,319,0.1566599490474923,0.08593482641925548,0.24259477546674776,0.25287553858807066,0.22585545251039332
genteel,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gentle,18.0,2.0,20,0.013688733411916803,0.001520970379101867,0.01520970379101867,0.02209592084750132,0.003997441637352095
gentleman,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
gentler,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gently,9.0,2.0,11,0.006844366705958401,0.001520970379101867,0.008365337085060268,0.01104796042375066,0.003997441637352095
genuine,21.0,13.0,34,0.0159701889805696,0.009886307464162135,0.02585649644473174,0.025778574322084875,0.025983370642788613
genuinely,17.0,9.0,26,0.01292824822236587,0.006844366705958401,0.01977261492832427,0.020868369689306804,0.017988487368084425
genuineness,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
geoffrey,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
geoghegan,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
geopolitical,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
george,32.0,6.0,38,0.024335526065629873,0.0045629111373056,0.028898437202935473,0.03928163706222457,0.011992324912056283
georges,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
georgia,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
georgian,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
geraghty,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gerald,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
gerard,3.0,3.0,6,0.0022814555686528,0.0022814555686528,0.0045629111373056,0.003682653474583553,0.005996162456028142
gere,5.0,5.0,10,0.0038024259477546676,0.0038024259477546676,0.007604851895509335,0.006137755790972589,0.009993604093380237
german,6.0,2.0,8,0.0045629111373056,0.001520970379101867,0.006083881516407468,0.007365306949167106,0.003997441637352095
germany,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
gerrymandering,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gershwin,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gervais,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
gerwig,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
gestating,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
gesture,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
get,70.0,75.0,145,0.053233963268565346,0.05703638921632002,0.11027035248488537,0.08592858107361624,0.14990406140070353
getaway,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
gett,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
getting,12.0,6.0,18,0.0091258222746112,0.0045629111373056,0.013688733411916803,0.014730613898334213,0.011992324912056283
gettysburg,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
geyser,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
ghenghis,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gheorghiu,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
ghibli,8.0,0.0,8,0.006083881516407468,0.0,0.006083881516407468,0.009820409265556142,0.0
ghost,17.0,19.0,36,0.01292824822236587,0.014449218601467737,0.027377466823833605,0.020868369689306804,0.037975695554844896
ghostbusters,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
ghostly,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gi,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gia,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
giallo,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
giamatti,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
giant,10.0,1.0,11,0.007604851895509335,0.0007604851895509335,0.008365337085060268,0.012275511581945177,0.0019987208186760474
gibey,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gibney,4.0,0.0,4,0.003041940758203734,0.0,0.003041940758203734,0.004910204632778071,0.0
gibran,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gibson,6.0,3.0,9,0.0045629111373056,0.0022814555686528,0.006844366705958401,0.007365306949167106,0.005996162456028142
giddily,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
giddy,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
gift,22.0,11.0,33,0.016730674170120537,0.008365337085060268,0.025096011255180805,0.02700612548027939,0.02198592900543652
gifted,6.0,5.0,11,0.0045629111373056,0.0038024259477546676,0.008365337085060268,0.007365306949167106,0.009993604093380237
gigantic,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gigi,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gigolo,1.0,3.0,4,0.0007604851895509335,0.0022814555686528,0.003041940758203734,0.0012275511581945177,0.005996162456028142
gilbert,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gilda,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
gill,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gilliam,5.0,2.0,7,0.0038024259477546676,0.001520970379101867,0.005323396326856534,0.006137755790972589,0.003997441637352095
gillian,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
gilroy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gim,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
gimmick,3.0,6.0,9,0.0022814555686528,0.0045629111373056,0.006844366705958401,0.003682653474583553,0.011992324912056283
gimmicky,1.0,6.0,7,0.0007604851895509335,0.0045629111373056,0.005323396326856534,0.0012275511581945177,0.011992324912056283
gina,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
ginger,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
ginsberg,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
giocante,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
giovanna,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
girded,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
girl,44.0,36.0,80,0.03346134834024107,0.027377466823833605,0.06083881516407468,0.05401225096055878,0.0719539494723377
girlfriend,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
girlhood,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
girls,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
girth,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
git,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
giulietta,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
give,94.0,60.0,154,0.07148560781778775,0.04562911137305601,0.11711471919084375,0.11538980887028467,0.11992324912056285
given,17.0,21.0,38,0.01292824822236587,0.0159701889805696,0.028898437202935473,0.020868369689306804,0.041973137192196995
giving,8.0,3.0,11,0.006083881516407468,0.0022814555686528,0.008365337085060268,0.009820409265556142,0.005996162456028142
glacial,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
gladitorial,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glamor,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
glamorous,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
glass,2.0,5.0,7,0.001520970379101867,0.0038024259477546676,0.005323396326856534,0.0024551023163890354,0.009993604093380237
glassland,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gleaner,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gleans,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gleason,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
glee,4.0,1.0,5,0.003041940758203734,0.0007604851895509335,0.0038024259477546676,0.004910204632778071,0.0019987208186760474
gleeful,9.0,2.0,11,0.006844366705958401,0.001520970379101867,0.008365337085060268,0.01104796042375066,0.003997441637352095
gleefully,17.0,2.0,19,0.01292824822236587,0.001520970379101867,0.014449218601467737,0.020868369689306804,0.003997441637352095
gleeks,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gleeson,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
glen,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
glenn,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
glennie,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glib,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
glide,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
glimpse,35.0,5.0,40,0.026616981634282673,0.0038024259477546676,0.03041940758203734,0.04296429053680812,0.009993604093380237
glitchy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glitterati,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glitzy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
global,8.0,0.0,8,0.006083881516407468,0.0,0.006083881516407468,0.009820409265556142,0.0
globalized,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
globe,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
globetrotting,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glodell,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gloomy,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
gloria,4.0,0.0,4,0.003041940758203734,0.0,0.003041940758203734,0.004910204632778071,0.0
glorious,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gloriously,4.0,0.0,4,0.003041940758203734,0.0,0.003041940758203734,0.004910204632778071,0.0
glory,13.0,7.0,20,0.009886307464162135,0.005323396326856534,0.01520970379101867,0.01595816505652873,0.013991045730732331
gloss,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
glossing,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glossy,3.0,3.0,6,0.0022814555686528,0.0022814555686528,0.0045629111373056,0.003682653474583553,0.005996162456028142
glove,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
glover,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
glow,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
glued,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
glut,2.0,3.0,5,0.001520970379101867,0.0022814555686528,0.0038024259477546676,0.0024551023163890354,0.005996162456028142
go,46.0,42.0,88,0.03498231871934294,0.0319403779611392,0.06692269668048215,0.05646735327694782,0.08394627438439399
goal,6.0,12.0,18,0.0045629111373056,0.0091258222746112,0.013688733411916803,0.007365306949167106,0.023984649824112567
goat,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
god,15.0,13.0,28,0.011407277843264002,0.009886307464162135,0.021293585307426137,0.018413267372917767,0.025983370642788613
godard,6.0,0.0,6,0.0045629111373056,0.0,0.0045629111373056,0.007365306949167106,0.0
godfather,7.0,1.0,8,0.005323396326856534,0.0007604851895509335,0.006083881516407468,0.008592858107361625,0.0019987208186760474
godfrey,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
godzilla,3.0,3.0,6,0.0022814555686528,0.0022814555686528,0.0045629111373056,0.003682653474583553,0.005996162456028142
goes,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
gogh,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
going,17.0,13.0,30,0.01292824822236587,0.009886307464162135,0.022814555686528005,0.020868369689306804,0.025983370642788613
gojira,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gold,10.0,5.0,15,0.007604851895509335,0.0038024259477546676,0.011407277843264002,0.012275511581945177,0.009993604093380237
golden,11.0,4.0,15,0.008365337085060268,0.003041940758203734,0.011407277843264002,0.013503062740139696,0.00799488327470419
goldeneye,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goldfinger,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goldman,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goldsworthy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goldthwait,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
goldwyn,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
golem,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
golf,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
golshifteh,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gon,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
gondry,6.0,2.0,8,0.0045629111373056,0.001520970379101867,0.006083881516407468,0.007365306949167106,0.003997441637352095
gone,11.0,13.0,24,0.008365337085060268,0.009886307464162135,0.0182516445492224,0.013503062740139696,0.025983370642788613
gonzalez,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gonzo,9.0,2.0,11,0.006844366705958401,0.001520970379101867,0.008365337085060268,0.01104796042375066,0.003997441637352095
gonzález,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
good,117.0,128.0,245,0.08897676717745923,0.09734210426251949,0.18631887143997872,0.14362348550875859,0.25583626479053406
goodbye,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
goodfellas,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
goodman,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goodness,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goodnight,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
goodwill,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gooey,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goofball,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goofy,17.0,19.0,36,0.01292824822236587,0.014449218601467737,0.027377466823833605,0.020868369689306804,0.037975695554844896
goon,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
goony,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
goosebump,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
gordon,6.0,2.0,8,0.0045629111373056,0.001520970379101867,0.006083881516407468,0.007365306949167106,0.003997441637352095
gore,43.0,34.0,77,0.03270086315069014,0.02585649644473174,0.058557359595421875,0.05278469980236427,0.06795650783498561
gorefest,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
gorehounds,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gorgeous,10.0,6.0,16,0.007604851895509335,0.0045629111373056,0.012167763032814936,0.012275511581945177,0.011992324912056283
gorgeously,6.0,1.0,7,0.0045629111373056,0.0007604851895509335,0.005323396326856534,0.007365306949167106,0.0019987208186760474
gory,23.0,15.0,38,0.01749115935967147,0.011407277843264002,0.028898437202935473,0.02823367663847391,0.029980812280140712
gosford,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gosling,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
gospel,1.0,3.0,4,0.0007604851895509335,0.0022814555686528,0.003041940758203734,0.0012275511581945177,0.005996162456028142
gossett,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
got,11.0,4.0,15,0.008365337085060268,0.003041940758203734,0.011407277843264002,0.013503062740139696,0.00799488327470419
gothic,8.0,1.0,9,0.006083881516407468,0.0007604851895509335,0.006844366705958401,0.009820409265556142,0.0019987208186760474
gould,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grab,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
grace,40.0,9.0,49,0.03041940758203734,0.006844366705958401,0.03726377428799574,0.04910204632778071,0.017988487368084425
graced,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
graceful,14.0,0.0,14,0.010646792653713068,0.0,0.010646792653713068,0.01718571621472325,0.0
gracefully,6.0,1.0,7,0.0045629111373056,0.0007604851895509335,0.005323396326856534,0.007365306949167106,0.0019987208186760474
gracie,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grad,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
grade,2.0,3.0,5,0.001520970379101867,0.0022814555686528,0.0038024259477546676,0.0024551023163890354,0.005996162456028142
grader,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gradually,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
graduate,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
grady,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
graffiti,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grafted,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grahame,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grail,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grain,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
gram,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gran,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grand,16.0,9.0,25,0.012167763032814936,0.006844366705958401,0.019012129738773337,0.019640818531112283,0.017988487368084425
grandeur,10.0,3.0,13,0.007604851895509335,0.0022814555686528,0.009886307464162135,0.012275511581945177,0.005996162456028142
grandin,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grandma,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
grandmaster,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grandpa,1.0,1.0,2,0.0007604851895509335,0.0007604851895509335,0.001520970379101867,0.0012275511581945177,0.0019987208186760474
granik,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grant,15.0,1.0,16,0.011407277843264002,0.0007604851895509335,0.012167763032814936,0.018413267372917767,0.0019987208186760474
grape,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
graphic,8.0,2.0,10,0.006083881516407468,0.001520970379101867,0.007604851895509335,0.009820409265556142,0.003997441637352095
grapple,5.0,1.0,6,0.0038024259477546676,0.0007604851895509335,0.0045629111373056,0.006137755790972589,0.0019987208186760474
grappling,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
gras,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grasp,13.0,11.0,24,0.009886307464162135,0.008365337085060268,0.0182516445492224,0.01595816505652873,0.02198592900543652
grasping,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
grass,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
grate,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gratifying,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gratifyingly,3.0,0.0,3,0.0022814555686528,0.0,0.0022814555686528,0.003682653474583553,0.0
gratuitous,3.0,9.0,12,0.0022814555686528,0.006844366705958401,0.0091258222746112,0.003682653474583553,0.017988487368084425
grave,1.0,2.0,3,0.0007604851895509335,0.001520970379101867,0.0022814555686528,0.0012275511581945177,0.003997441637352095
gravest,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gravitas,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
gravitational,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
gravity,2.0,1.0,3,0.001520970379101867,0.0007604851895509335,0.0022814555686528,0.0024551023163890354,0.0019987208186760474
gray,7.0,1.0,8,0.005323396326856534,0.0007604851895509335,0.006083881516407468,0.008592858107361625,0.0019987208186760474
grease,3.0,1.0,4,0.0022814555686528,0.0007604851895509335,0.003041940758203734,0.003682653474583553,0.0019987208186760474
great,85.0,37.0,122,0.06464124111182934,0.02813795201338454,0.09277919312521389,0.10434184844653402,0.07395267029101375
greater,3.0,4.0,7,0.0022814555686528,0.003041940758203734,0.005323396326856534,0.003682653474583553,0.00799488327470419
greatest,19.0,8.0,27,0.014449218601467737,0.006083881516407468,0.020533100117875205,0.023323472005695838,0.01598976654940838
greatly,10.0,3.0,13,0.007604851895509335,0.0022814555686528,0.009886307464162135,0.012275511581945177,0.005996162456028142
greatness,5.0,0.0,5,0.0038024259477546676,0.0,0.0038024259477546676,0.006137755790972589,0.0
greece,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
greed,4.0,2.0,6,0.003041940758203734,0.001520970379101867,0.0045629111373056,0.004910204632778071,0.003997441637352095
greedy,1.0,0.0,1,0.0007604851895509335,0.0,0.0007604851895509335,0.0012275511581945177,0.0
greek,3.0,2.0,5,0.0022814555686528,0.001520970379101867,0.0038024259477546676,0.003682653474583553,0.003997441637352095
green,15.0,11.0,26,0.011407277843264002,0.008365337085060268,0.01977261492832427,0.018413267372917767,0.02198592900543652
greenberg,2.0,0.0,2,0.001520970379101867,0.0,0.001520970379101867,0.0024551023163890354,0.0
